"catalogNumber","scientificName","country","locality","minimumAltitudeInMeters","eventDate","recordedBy","otherCatalogNumbers","specimen_image","cover_image","cover_barcode","sheet_type","latitude","longitude","formatted_address"
"FI-HCI-00050443","","","Forcella fra M. Gallina e P. ta Bianca micascisti e calcari.","2618-2650",1951,"S. Zenari","FI-HCI-00050443","/CP1_20240402_BATCH_0001/FI-HCI-00050443.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",,,
"FI-HCI-00050444","Pachypleurum","","Casere Di V.Aurina Salita a f.la di Campo Alto Adige.","2400-2500",1953,"S. Zenari","FI-HCI-00050444","/CP1_20240402_BATCH_0001/FI-HCI-00050444.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021851.jpg","Folder-FI-HCI-0021851","",46.9365859,11.9338538,"via valle aurina, provincia autonoma di bolzano - alto adige, italy"
"FI-HCI-00034324","","","","",,"","FI-HCI-00034324","/CP1_20240402_BATCH_0001/FI-HCI-00034324.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021698.jpg","Folder-FI-HCI-0021698","",,,
"FI-HCI-00034325","","","","",,"","FI-HCI-00034325","/CP1_20240402_BATCH_0001/FI-HCI-00034325.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021699.jpg","Folder-FI-HCI-0021699","Multisheet",,,
"FI-HCI-00034326","","","","",,"","FI-HCI-00034326","/CP1_20240402_BATCH_0001/FI-HCI-00034326.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021699.jpg","Folder-FI-HCI-0021699","Multisheet",,,
"FI-HCI-00034327","","","","",,"","FI-HCI-00034327","/CP1_20240402_BATCH_0001/FI-HCI-00034327.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021700.jpg","Folder-FI-HCI-0021700","Multisheet",,,
"FI-HCI-00034328","","","","",,"","FI-HCI-00034328","/CP1_20240402_BATCH_0001/FI-HCI-00034328.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021700.jpg","Folder-FI-HCI-0021700","Multisheet",,,
"FI-HCI-00034329","","","","",,"","FI-HCI-00034329","/CP1_20240402_BATCH_0001/FI-HCI-00034329.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021701.jpg","Folder-FI-HCI-0021701","",,,
"FI-HCI-00034330","","","","",,"","FI-HCI-00034330","/CP1_20240402_BATCH_0001/FI-HCI-00034330.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021702.jpg","Folder-FI-HCI-0021702","",,,
"FI-HCI-00034331","","","","",,"","FI-HCI-00034331","/CP1_20240402_BATCH_0001/FI-HCI-00034331.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021703.jpg","Folder-FI-HCI-0021703","",,,
"FI-HCI-00034332","","","","",,"","FI-HCI-00034332","/CP1_20240402_BATCH_0001/FI-HCI-00034332.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021703.jpg","Folder-FI-HCI-0021703","",,,
"FI-HCI-00034333","","","","",,"","FI-HCI-00034333","/CP1_20240402_BATCH_0001/FI-HCI-00034333.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021704.jpg","Folder-FI-HCI-0021704","",,,
"FI-HCI-00034334","","","","",,"","FI-HCI-00034334","/CP1_20240402_BATCH_0001/FI-HCI-00034334.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021704.jpg","Folder-FI-HCI-0021704","",,,
"FI-HCI-00034336","","","","",,"","FI-HCI-00034336","/CP1_20240402_BATCH_0001/FI-HCI-00034336.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021704.jpg","Folder-FI-HCI-0021704","",,,
"FI-HCI-00034337","","","","",,"","FI-HCI-00034337","/CP1_20240402_BATCH_0001/FI-HCI-00034337.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021705.jpg","Folder-FI-HCI-0021705","",,,
"FI-HCI-00034339","","","","",,"","FI-HCI-00034339","/CP1_20240402_BATCH_0001/FI-HCI-00034339.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021707.jpg","Folder-FI-HCI-0021707","",,,
"FI-HCI-00034340","","","","",,"","FI-HCI-00034340","/CP1_20240402_BATCH_0001/FI-HCI-00034340.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021707.jpg","Folder-FI-HCI-0021707","",,,
"FI-HCI-00034341","","","","",,"","FI-HCI-00034341","/CP1_20240402_BATCH_0001/FI-HCI-00034341.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021708.jpg","Folder-FI-HCI-0021708","",,,
"FI-HCI-00034342","","","","",,"","FI-HCI-00034342","/CP1_20240402_BATCH_0001/FI-HCI-00034342.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021708.jpg","Folder-FI-HCI-0021708","",,,
"FI-HCI-00034344","","","","",,"","FI-HCI-00034344","/CP1_20240402_BATCH_0001/FI-HCI-00034344.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021708.jpg","Folder-FI-HCI-0021708","",,,
"FI-HCI-00034345","","","","",,"","FI-HCI-00034345","/CP1_20240402_BATCH_0001/FI-HCI-00034345.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034346","","","","",,"","FI-HCI-00034346","/CP1_20240402_BATCH_0001/FI-HCI-00034346.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034347","","","","",,"","FI-HCI-00034347","/CP1_20240402_BATCH_0001/FI-HCI-00034347.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034348","","","","",,"","FI-HCI-00034348","/CP1_20240402_BATCH_0001/FI-HCI-00034348.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034349","","","","",,"","FI-HCI-00034349","/CP1_20240402_BATCH_0001/FI-HCI-00034349.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034350","","","","",,"","FI-HCI-00034350","/CP1_20240402_BATCH_0001/FI-HCI-00034350.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034351","","","","",,"","FI-HCI-00034351","/CP1_20240402_BATCH_0001/FI-HCI-00034351.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034352","","","","",,"","FI-HCI-00034352","/CP1_20240402_BATCH_0001/FI-HCI-00034352.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034353","","","","",,"","FI-HCI-00034353","/CP1_20240402_BATCH_0001/FI-HCI-00034353.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034354","","","","",,"","FI-HCI-00034354","/CP1_20240402_BATCH_0001/FI-HCI-00034354.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034356","","","","",,"","FI-HCI-00034356","/CP1_20240402_BATCH_0001/FI-HCI-00034356.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034357","","","","",,"","FI-HCI-00034357","/CP1_20240402_BATCH_0001/FI-HCI-00034357.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034358","","","","",,"","FI-HCI-00034358","/CP1_20240402_BATCH_0001/FI-HCI-00034358.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034359","","","","",,"","FI-HCI-00034359","/CP1_20240402_BATCH_0001/FI-HCI-00034359.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034361","","","","",,"","FI-HCI-00034361","/CP1_20240402_BATCH_0001/FI-HCI-00034361.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034362","","","","",,"","FI-HCI-00034362","/CP1_20240402_BATCH_0001/FI-HCI-00034362.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","Multisheet",,,
"FI-HCI-00034363","","","","",,"","FI-HCI-00034363","/CP1_20240402_BATCH_0001/FI-HCI-00034363.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","Multisheet",,,
"FI-HCI-00034364","","","","",,"","FI-HCI-00034364","/CP1_20240402_BATCH_0001/FI-HCI-00034364.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034365","","","","",,"","FI-HCI-00034365","/CP1_20240402_BATCH_0001/FI-HCI-00034365.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021709.jpg","Folder-FI-HCI-0021709","",,,
"FI-HCI-00034366","","","","",,"","FI-HCI-00034366","/CP1_20240402_BATCH_0001/FI-HCI-00034366.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021710.jpg","Folder-FI-HCI-0021710","",,,
"FI-HCI-00034367","","","","",,"","FI-HCI-00034367","/CP1_20240402_BATCH_0001/FI-HCI-00034367.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034368","","","","",,"","FI-HCI-00034368","/CP1_20240402_BATCH_0001/FI-HCI-00034368.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034369","","","","",,"","FI-HCI-00034369","/CP1_20240402_BATCH_0001/FI-HCI-00034369.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034370","","","","",,"","FI-HCI-00034370","/CP1_20240402_BATCH_0001/FI-HCI-00034370.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034371","","","","",,"","FI-HCI-00034371","/CP1_20240402_BATCH_0001/FI-HCI-00034371.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034372","","","","",,"","FI-HCI-00034372","/CP1_20240402_BATCH_0001/FI-HCI-00034372.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034373","peregrinum","Algeria","Constantine.","",1875,"Reboud V.","FI-HCI-00034373","/CP1_20240402_BATCH_0001/FI-HCI-00034373.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",,,
"FI-HCI-00034374","peregrinum","","Champs argileuz* à Vidi*. bel.* Abbis (prov. Ororan*).","",1876,"A. Warioey*","FI-HCI-00034374","/CP1_20240402_BATCH_0001/FI-HCI-00034374.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",35.2105876,-0.629983,"sidi bel abbès, algeria"
"FI-HCI-00034375","leptophyllum","Algeria","Au dessons de Lodi près Médeah*u","",1872,"Chabert A.","FI-HCI-00034375","/CP1_20240402_BATCH_0001/FI-HCI-00034375.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",43.2864958,5.3878464,"lodi, 13006 marseille, france"
"FI-HCI-00034377","leptophyllum","Algeria","Oran.","",,"Munby G.","FI-HCI-00034377","/CP1_20240402_BATCH_0001/FI-HCI-00034377.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021712.jpg","Folder-FI-HCI-0021712","",35.6987388,-0.6349319,"oran, algeria"
"FI-HCI-00034378","leptophyllum","","Champs argileux à Vidi. bel.* Abbis (prov. Ororan*).","",1874,"A. Warioey*","FI-HCI-00034378","/CP1_20240402_BATCH_0001/FI-HCI-00034378.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","",,,
"FI-HCI-00034379","leptophyllum","","In agris tingitanis","",1835,"Salzmann","FI-HCI-00034379","/CP1_20240402_BATCH_0001/FI-HCI-00034379.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","",,,
"FI-HCI-00034380","leptophyllum","","Champs argileux à Vidi. bel.* Abbis (prov. Ororan*).","",1874,"A. Warioey*","FI-HCI-00034380","/CP1_20240402_BATCH_0001/FI-HCI-00034380.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","",,,
"FI-HCI-00034381","leptophyllum","","Champs argileux à Vidi. bel.* Abbis (prov. Ororan*).","",1876,"A. Warioey*","FI-HCI-00034381","/CP1_20240402_BATCH_0001/FI-HCI-00034381.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","Multisheet",,,
"FI-HCI-00034382","","","","",,"collector unknown","FI-HCI-00034382","/CP1_20240402_BATCH_0001/FI-HCI-00034382.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","Multisheet",,,
"FI-HCI-00034383","leptophyllum","Algeria","Ronte du Sig à Mascara.","",,"Balansa B.","FI-HCI-00034383","/CP1_20240402_BATCH_0001/FI-HCI-00034383.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","",,,
"FI-HCI-00034385","leptophyllum","","Constantine","",1840,"Ex herb. Mus. Paris","FI-HCI-00034385","/CP1_20240402_BATCH_0001/FI-HCI-00034385.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021713.jpg","Folder-FI-HCI-0021713","",,,
"FI-HCI-00034386","","Jordan","Ftrileh*.","",1877,"Ex herb. Postian. apud Colleg. Syriens.","FI-HCI-00034386","/CP1_20240402_BATCH_0001/FI-HCI-00034386.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021714.jpg","Folder-FI-HCI-0021714","",,,
"FI-HCI-00034387","peregrinum","Israel","Sharon Plain, Kefar Vitkin, near Alexander River.","",1939,"Feinbrun N.; Zohary M.","FI-HCI-00034387","/CP1_20240402_BATCH_0001/FI-HCI-00034387.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021714.jpg","Folder-FI-HCI-0021714","",32.380541,34.875308,"kfar vitkin, israel"
"FI-HCI-00034388","leptophyllum","Cyprus","Càrpass. in campis inter Heptacomi* et Lionarissa.","",1880,"Sintenis; Frigo","FI-HCI-00034388","/CP1_20240402_BATCH_0001/FI-HCI-00034388.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021715.jpg","Folder-FI-HCI-0021715","",,,
"FI-HCI-00034389","leptophyllum","","Cachry* Oichoroma* !","",,"collector unknown","FI-HCI-00034389","/CP1_20240402_BATCH_0001/FI-HCI-00034389.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021715.jpg","Folder-FI-HCI-0021715","",,,
"FI-HCI-00034391","leptophyllum","","H. Bot: Mus: Flor","",1864,"Ex herb. R. Musæi Florentini","FI-HCI-00034391","/CP1_20240402_BATCH_0001/FI-HCI-00034391.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021716.jpg","Folder-FI-HCI-0021716","",38.734561,41.491038,"muş, muş merkez/muş, türkiye"
"FI-HCI-00034392","nodiflorum","Marocco","De L'Europe et du Basin Mediterraneen.? Essaouira (prov. Essaouira.)","100 m",1986,"Lewalle J.","FI-HCI-00034392","/CP1_20240402_BATCH_0001/FI-HCI-00034392.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021717.jpg","Folder-FI-HCI-0021717","",54.5259614,15.2551187,"europe"
"FI-HCI-00034393","caucasicum","Armenia","Gegharkunik province; Sevan distr., ca. 10 km SSW of Sevan, Gegham Range 8 km SSE of village Lchashen, ""Polposht"".","2180 m",,"M. Agababian; G. Fayfush; E. Gabrielyan; et al.","FI-HCI-00034393","/CP1_20240402_BATCH_0001/FI-HCI-00034393.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021718.jpg","Folder-FI-HCI-0021718","",40.5166074,44.9369052,"lchashen, armenia"
"FI-HCI-00034394","latifolia","","Caucasicae. Carthalinia: ad lac. Tabisqehuis*.","",1881,"Brotherus A.H., Brotherus V.F.","FI-HCI-00034394","/CP1_20240402_BATCH_0001/FI-HCI-00034394.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021718.jpg","Folder-FI-HCI-0021718","",,,
"FI-HCI-00034395","camapia*","","!","",,"Ex herb. R. Musei Florentini","FI-HCI-00034395","/CP1_20240402_BATCH_0001/FI-HCI-00034395.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021719.jpg","Folder-FI-HCI-0021719","",,,
"FI-HCI-00034396","divaricata","","Manshuriae. Manshuria Rossica. In de* clivicis* in* montis Rapunczan*.","",1895,"Komaròv V.","FI-HCI-00034396","/CP1_20240402_BATCH_0001/FI-HCI-00034396.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021720.jpg","Folder-FI-HCI-0021720","",,,
"FI-HCI-00034397","divaricatum","","Nertschinsk, in Bergwiesen. Dahuricæ","",1889,"F. Karo","FI-HCI-00034397","/CP1_20240402_BATCH_0001/FI-HCI-00034397.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021720.jpg","Folder-FI-HCI-0021720","",51.9772731,116.5892796,"nerchinsk, zabaykalsky krai, russia"
"FI-HCI-00034398","divaricatum","","Stepp* und Bergwiesen. Dahuricae.","",1890,"F. Karo","FI-HCI-00034398","/CP1_20240402_BATCH_0001/FI-HCI-00034398.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021720.jpg","Folder-FI-HCI-0021720","",,,
"FI-HCI-00034399","canariensis","Marocco","Agavdir n. Ighir, in rupibus maritimis","",1926,"Maire R.","FI-HCI-00034399","/CP1_20240402_BATCH_0001/FI-HCI-00034399.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021721.jpg","Folder-FI-HCI-0021721","",,,
"FI-HCI-00034400","crinita","","Camar.","",,"Ex herb. Gavioli","FI-HCI-00034400","/CP1_20240402_BATCH_0001/FI-HCI-00034400.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021722.jpg","Folder-FI-HCI-0021722","",,,
"FI-HCI-00034401","besseri","Italy","Prope Sarepta*. Ron* Merid.","",1886,"BECKER,","FI-HCI-00034401","/CP1_20240402_BATCH_0001/FI-HCI-00034401.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",,,
"FI-HCI-00034402","besseri","","Prope Sarepta. Ron* Merid.","",1886,"BECKER,","FI-HCI-00034402","/CP1_20240402_BATCH_0001/FI-HCI-00034402.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",,,
"FI-HCI-00034403","besseri","","Prope Orenburg.","",1878,"Juls* Schell","FI-HCI-00034403","/CP1_20240402_BATCH_0001/FI-HCI-00034403.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",51.768156,55.0969796,"orenburg, orenburg oblast, russia"
"FI-HCI-00034404","besseri","","Prope Orenburg.","",1878,"Julian Schell","FI-HCI-00034404","/CP1_20240402_BATCH_0001/FI-HCI-00034404.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",51.768156,55.0969796,"orenburg, orenburg oblast, russia"
"FI-HCI-00034405","besseri","","In ditione Sarepta.","",,"BECKER,","FI-HCI-00034405","/CP1_20240402_BATCH_0001/FI-HCI-00034405.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",,,
"FI-HCI-00034406","besseri","","In ditione Sarepta.","",,"BECKER,","FI-HCI-00034406","/CP1_20240402_BATCH_0001/FI-HCI-00034406.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",,,
"FI-HCI-00034407","besseri","","Tanaiticae. X","",1928,"S. Gorschkowa","FI-HCI-00034407","/CP1_20240402_BATCH_0001/FI-HCI-00034407.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",,,
"FI-HCI-00034408","besseri","","Rossia australis: Sarepta, Salzboden.","",1884,"Becker A.","FI-HCI-00034408","/CP1_20240402_BATCH_0001/FI-HCI-00034408.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021723.jpg","Folder-FI-HCI-0021723","",50.6841436,8.6861394,"35457 lollar-salzböden, germany"
"FI-HCI-00034409","chabraei","Italia","Gran Sasso.","2924 m",1875,"MARCHESETTI","FI-HCI-00034409","/CP1_20240402_BATCH_0001/FI-HCI-00034409.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021724.jpg","Folder-FI-HCI-0021724","",42.4690901,13.5654488,"gran sasso d'italia, 64047 pietracamela, province of teramo, italy"
"FI-HCI-00034410","virgeny*","","Gosparrinio* Bersol.*","",,"Jenoy*","FI-HCI-00034410","/CP1_20240402_BATCH_0001/FI-HCI-00034410.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021724.jpg","Folder-FI-HCI-0021724","",,,
"FI-HCI-00034411","virgeny*","Italia","Pizguto di melft (Basilicata) in papuis elatis.*","",1880,"Biondi A.","FI-HCI-00034411","/CP1_20240402_BATCH_0001/FI-HCI-00034411.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",40.6430766,15.9699878,"basilicata, italy"
"FI-HCI-00034412","peucedanoides","","Lucania-Pietrapertosa, in pascuis montis. :Capezzino,"".","1400* m",1942,"Gavioli O.","FI-HCI-00034412","/CP1_20240402_BATCH_0001/FI-HCI-00034412.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",40.5180386,16.0632886,"85010 pietrapertosa, province of potenza, italy"
"FI-HCI-00034413","virescens","","Vajasal*.?","",,"Berth*","FI-HCI-00034413","/CP1_20240402_BATCH_0001/FI-HCI-00034413.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",,,
"FI-HCI-00034415","virescens","","","",,"ex herb. S. Sommier","FI-HCI-00034415","/CP1_20240402_BATCH_0001/FI-HCI-00034415.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",,,
"FI-HCI-00034416","peucedanoides","","Luconia - M.* Pollino, loco dicto,, Piona del Pollino.","1800 m",1929,"Gavioli O.","FI-HCI-00034416","/CP1_20240402_BATCH_0001/FI-HCI-00034416.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",,,
"FI-HCI-00034417","peucedanoides","","Luconia - M.* Pollino, in pascuis loco Piono del Pollino.","1800 m",1929,"Gavioli O.","FI-HCI-00034417","/CP1_20240402_BATCH_0001/FI-HCI-00034417.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",,,
"FI-HCI-00034418","virescens","Italia","Del Pizzuto* di Melfi. Vulture.","",1880,"Ex herb. A. Biondi","FI-HCI-00034418","/CP1_20240402_BATCH_0001/FI-HCI-00034418.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",40.9950205,15.6512931,"85025 melfi, province of potenza, italy"
"FI-HCI-00034419","virescens","","In passens* montosis Lucania*.","",,"Unknown","FI-HCI-00034419","/CP1_20240402_BATCH_0001/FI-HCI-00034419.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",,,
"FI-HCI-00034420","virescens","Italia","Del Pizzuto* di Melfi. Vulture.","",1880,"Ex herb. A. Biondi","FI-HCI-00034420","/CP1_20240402_BATCH_0001/FI-HCI-00034420.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021725.jpg","Folder-FI-HCI-0021725","",40.9950205,15.6512931,"85025 melfi, province of potenza, italy"
"FI-HCI-00034421","peucedanoides","","La Sila (Calabria) Molarotta*, Stazione Alpeggio.","1150 m",1951,"Negri G.; SARFATTI G.; CONTARDO, A,","FI-HCI-00034421","/CP1_20240402_BATCH_0001/FI-HCI-00034421.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.3565523,16.5159804,"la sila, 87058 spezzano della sila, province of cosenza, italy"
"FI-HCI-00034422","peucedanoides","","La Sila (Calabria) Faggeta a W dell'Arvo, verso Ascione.","1400 m",1951,"Negri G.; SARFATTI G.; CONTARDO, A,","FI-HCI-00034422","/CP1_20240402_BATCH_0001/FI-HCI-00034422.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.3565523,16.5159804,"la sila, 87058 spezzano della sila, province of cosenza, italy"
"FI-HCI-00034423","peucedanoides","","La Sila (Calabria) Molarotta-Stazione Alpeggio pascolo umido.","1130 m",1950,"SARFATTI G.; Corradi R.","FI-HCI-00034423","/CP1_20240402_BATCH_0001/FI-HCI-00034423.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.3565523,16.5159804,"la sila, 87058 spezzano della sila, province of cosenza, italy"
"FI-HCI-00034425","peucedanoides","Italia","Calabria-Sila, in ditione Longobucco, loco Fossiata dicto.","1300 m",1918,"Fiori Adr.","FI-HCI-00034425","/CP1_20240402_BATCH_0001/FI-HCI-00034425.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.397166,16.588981,"87066 fossiata cs, italy"
"FI-HCI-00034426","peucedanoides","","Calabria-Sila.","",1918,"Fiori Adr.","FI-HCI-00034426","/CP1_20240402_BATCH_0001/FI-HCI-00034426.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.3565523,16.5159804,"la sila, 87058 spezzano della sila, province of cosenza, italy"
"FI-HCI-00034427","peucedanoides","Italia","Regione Calabria-Sila. Fossiata (Longobucco).","1300 m",1918,"Fiori Adr.","FI-HCI-00034427","/CP1_20240402_BATCH_0001/FI-HCI-00034427.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021726.jpg","Folder-FI-HCI-0021726","",39.397166,16.588981,"87066 fossiata cs, italy"
